,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
9726,"Gagasan dan visi misi semua bacapres ini keren.. Semua ada kekurangan dan kelebihannya..

1. Pak anis
dengan gaya retorika nya bagus, hati2 dan membius. 
namun biasnya juga besar, karena gagasannya menurut saya bisa melebar kemana2 karena statmentnya membuat abu2.
2. Pak Ganjar
Fundamental nya jelas, sistematis, berbasis data dan riset, mengungkapkan dengan lugas sesuai dengan fakta lapangan. 
Namun, pak ganjar harus bisa benar2 memberikan penjelasan yg Paling sederhana kepada masyarakat agar tidak terjadi bias. Agar masyarakat bisa paham betul dengan sistematis, dan sadar kondisi. 
3. Pak prabowo
 Semangat yg luar biasa, pidato yang bisa membakar semangat. Ketegasan yg tercermin dalam pribadi beliau. 
Namun, sejujurnya saya tidak begitu paham substansi pokok dari fundamental yang beliau paparkan. Jawaban konkrit nya belum terjelaskan, masih dalam gagasan yg bias. 

Saya sampaikan, Secara netral dan dipahami dengan sejujurnya nya 🙏

Terserah dengan pendapat yg lain.. 
Akal sehat dan pahami secara sehat sangat diperlukan. Hilangkang nilai tentang sosok dan latar belakang, agar semoga kita bisa jernih dalam berfikir. 🙏 salam hangat, jaya selalu Indonesia",oka jagad,Prabowo,Ganjar,Anies
9727,"Gak nyambung ganjar, yg ditanya apa jawabnya apa🤣🤣🤣",GODMODE GAMING ID,,Ganjar,
9730,Ahlak sesorang bisa berubah krna perut lapar.. jd mudah diprovokasi.. bener kata pak prabowo akar malahnya adalah kemiskinan..❤❤❤,nadav,Prabowo,,
9732,GANJAR PRANOWO❤❤❤,Aing Macan,,Ganjar,
9733,Suka ga suka.. Udah di teropong prabowo menang krn lebih pengalaman pahit manis asam garam.. Saya ga pendukung prabowo.. Tapi my feelings is good.. Dia menang kali ini.. Krn rakyat merindukan kaya jaman soeharto ekonomi maju dan cinta nkri,Abisag Sunem,Prabowo,,Anies
9734,yg terlihat di gagasan ini adalah pk Anies sdg mencerdaskan rakyat indonseia semakin yakin dan yakin se indonesia akan cerdas brsm pk anies.. deal pk anies RI2024 💪,HABA MEUTUAH,,,Anies
9735,"Anis : menteri penerangan, gaya bicara dan teknik penyampaiannya lugas karena backgroundnya dr akademisi. 
Ganjar : cocok jadi wapres, hanya lip service saja alias hanya menjadi pemoles ""presiden"" ga punya kapabilitas yg kuat utk menjadi seorang presiden.
Prabowo : saat ini dibanding capres yg lain lebih mumpuni dlm kepemimpinan dan strategi. Indonesia saat ini butuh pemimpin yg memiliki strategi dan berani ""mengeksekusi"" programnya.",Bembeng Spyt,Prabowo,Ganjar,Anies
9736,"Presentasi Pak Prabowo . . . . Isinya sih bagus, tapi . . . . 😥",Jericho Anthony,Prabowo,,
9738,Mana pendukung ARB ...,Ahanguntur,,,Anies
9739,Ganjarr mblnger,Khubi Khubi,,Ganjar,
9740,"Jelas banget ya,kalo yg berfikir Rasional cerdas.Anis semakin jelas terlihat gak akan bisa jadi Presiden.Hanya pintar ngomong nya saja,dr dulu hanya janji2 saja.Pilih lah Presiden Asli Darah Indonesia.Bukan Dr Arab Yaman.Kita Indonesia.Jiwa Raga Indonesia.",Andika Dolan,,,Anies
9741,"Pak ganjar sih tegas bnget dan memang bner"" berani bertindak berantas korupsi dan berani berbicara apa adanya.",mboh opo,,Ganjar,
9742,Masyallah makin mantap aku Milih Pak Anies jelas yang disampaikan dan logika yang di targetkan luar biasa pokoknya semoga Allah mudahkan P Anies jd R1 aamiin,Eprilia cinta negeri,,,Anies
9743,Sungguh menyedihkan jika Presiden Indonesia adalah Anies atau Prabowo.. kedua nya tidak memiliki konsep yang jelas dalam membangun Indonesia.. hanya teori yang di awang awang saja,C Y Setyandarta,Prabowo,,Anies
9745,"In Shaa Allah 
apa yg prabowo inginkan & cita²kan akan Beliau lihat di dalam kepemimpinan Ganjar Pranowo jadi RI.1 di 2024  
BRAVO GANJAR PRANOWO RI.1 Mahmud MD. RI.2 
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",Sumiati Anatje,Prabowo,Ganjar,
9747,"Bapak anies rayid basedan lebih cock jd RI satu  
Penjelasan nya luar bisa",ki Asdo,,,Anies
9749,Smg p ganjar bisa jdi RI satu.menyimak cawapres 3. Hanya p ganjar yg jwbnya nyambung dari pertanyaan semua dari dosen juga mahasiswa. Bravo p ganjar,Suwito Suwito,,Ganjar,
9750,Pak ganjar kok byak bilng ptyaan saya mulu bapak yg mau di tyak gagasan bapak bukan mbak najwa pak.,Zulkarnain Harahap,,Ganjar,
9751,Ksini mau liat yg pa Prabowo joget bagian mana ya,FINx,Prabowo,,
9752,Yang cuman nonton paparan anies doang yok angkat tangan ❤,Rivan Rizky,,,Anies
9753,"Anies Baswedan yg aktifis sjak mahsiswa kemudian dosen n rektor  mmg piawai dlam memaparkan n menjabarkan pikiran n opini 👍..prabowo ditempa oleh kerasnya dunia militer jd mmg suka kurang sabar n runtut dlam berargumentasi..aplgi hal2 remeh  urusan anak muda depresi krn semuda itu prabowo mngkin sdang ditempa kerasnya didikan militer yg mempertaruhkan nyawa segala,   jd agak  cemen mslah itu dmata dia😊..n prabowo tntu saja tdak bisa frontal n harus menjaga smua perkataan n pendapat krn prabowo adlah slah satu representasi  pemerintah..tp  diantara smua bacapres, prabowo paling alamiah n konsiten antara kata2 n perilaku kesehariannya dlam berpolitik..jd sy mah teuteup setia pd Prabowo Subianto..semoga kali ini pak prabowo akan mendapatkan hak nya sbgai presiden RI..aamiin yaa Rabb",Rinda Seba,Prabowo,,Anies
9756,"gagasan Pak Anies oke, tp sayang bacawapresnya gak mampu dongkrak elektabilitas beliau. kalo gak ganti mah Goodbye tuh",toptokusatsu,,,Anies
9757,Orang cerdas pilih PK ganjar❤❤,Muhammad Taryanto,,Ganjar,
9760,Anis keren,Pecel Lele,,,Anies
9761,Cape denger ganjar ngomong muter2 kaga jelas😂,Fadriaditya Aditya,,Ganjar,
9762,"Mantap ,maju terus pak ganjar",bunga 99213,,Ganjar,
9764,"Sejujurnya aku liat, pak ganjar lebih bicara secara realistis. Pak anis juga bagis dalam penyampaian. Tapi khusus pak ganjar, 1 hal yg aku sayangkan adalah partai pengusungnya.",Irma Damayanti,,Ganjar,Anies
9765,Makin yakin dan sangat yakin untuk memilih pak anis,Zaki Zaki,,,Anies
9766,Pak Anis luar biasaaaaaa,Kasrun Pohan,,,Anies
9768,"PAK ANIS ORANG PINTAR CUKUP JADI NARASUMBER ATAU GURU BANGSA SAJA, PAK PRABOWO SUDAH BAGUS TETAP JADI MENHAN KARENA SOSOKNYA BIKIN SERAM ORANG2. THE NEXT PRESIDEN COCOKNYA PAK GANJAR LEBIH BANYAK PENGALAMAN NYATA MENGELOLA NEGARA.",KARYA REALITA,Prabowo,Ganjar,Anies
9769,"Saya sudah menonton ketiga""nya.. Jujur hanya capres anies baswedan yang paling bagus , cerdas dan mudah dipahami tentang gagasan dan penyampaiannya.",Mas Nopal,,,Anies
9770,Hampir anies semua yaa yg nonton ini ❤,90s football,,,Anies
9771,Jawaban ganjar gak nyambung,Taufiq Hidayat,,Ganjar,
9772,Maju terus pantang mundur Pak prabowo manusia paling ikhlas pemimpin bangsa,Adella Ayu,Prabowo,,
9773,Utk saat ini Anies fix. Thanks najwa,Hendri Asfan,,,Anies
9774,Pk ganjar,Bang D@r,,Ganjar,
9775,Prabowo PRESIDEN RI 2024 AMINNNN,Youneedmie Kuniran,Prabowo,,
9776,Prabowo presiden 🙏,Putra matembang,Prabowo,,
9777,Makin jelas Ganjar akan lebih mementingkan TKA cina dibanding tenaga kerja lokal makin tambah banyak pengangguran di negara sendiri dan makin berkurang pengangguran di negara Cina berkat petugas partai selamat,Raider K,,Ganjar,
9783,"Dari 3  bacapres.pak Anies Baswedan yang lebih unggul,dari yang lain...mempunyai integritas.gagasan.ide dan trobosan yang di priotaskan tuk kepentingan rakyat yang berprinsip keadilan, kesejarahan seluruh rakyat Indonesia.👍",Randika Irawan,,,Anies
9787,Insya Allah'Ganjar Pranowo presiden RI,Ahmad Nur,,Ganjar,
9788,"semoga Pak Anies tahun 2024 memimpin rakyat indonesia, demi indonesia yang lebih baik",rere nagitha,,,Anies
9789,PRABOWO 🎉🎉🎉🎉🎉,Beta Test,Prabowo,,
9791,"Pak prabowo gak perlu kata kata manis ,yang penting kerja nyata ,mantap pak ❤",Nico Ardi,Prabowo,,Anies
9792,"Ganjar kalo ditanya, malah nanya balik.",Angga Swari,,Ganjar,
9793,"Siapa yg merasa tercerahkan setelah dengar pemaparan pak Anies? Saya sempet mau golput aja nanti pemilu 2024 , Sudah muak liat nasib Indonesia hari ini sampe nyaris pragmatis. Tapi setelah nonton ini full, berubah pikiran. 
Kulabuhkan pilihanku hanya untuk pak Anies Baswedan! Hanya pemaparan, jawaban2 pak Anies yg bisa bikin rasa optimis saya akan Indonesia lebih baik, muncul kembali! 
Ya Allah Tuhan Semesta Alam, semoga Engkau takdirkan pak Anies Baswedan menjadi Presiden ke 8 RI dan benar2 mampukan beliau untuk membawa perubahan negri tercinta ini ke goal mulianya yaitu keadilan sosial bagi seluruh rakyat Indonesia. Amiin ..!!",gita juniar,,,Anies
9795,Prabowo lah. Jadikan negara ini menjadi negara diktator,Ruang Film,Prabowo,,
9798,"Semoga Allah SWT pilihkan satu terbaik diantara 3 bacapres untuk menjadikan Indonesia maju beradab bermartabat, makmur berkeadilan.Dan jatuhkan pilihanMu menjadi pilihan seluruh rakyat Indonesia pada Anis Baswedan yg sdh nampak jelas kualitasnya.",Solichin Dalail,,,Anies
9799,"hi anies, kenapa takut diperiksa pajak? atau anda hanya berusaha menjelekkan DJP untuk meninggikan diri anda?",PGAS JK,,,Anies
9801,"klu berorasi kita mkin bisa paham dgn Prabowo,,,sbb latar belakang militer,,,,sorg militer itu tujuan yg tepat cepat,,,jd pemaparan mkin ngak ahli,,,gitu lah militer,,,smoga pak Prabowo jadi presiden",INDRA WINDRA,Prabowo,,
9802,Bismillahirrahmanirrahim Bapak Prabowo Presiden RI,Agan Anom,Prabowo,,
9804,Prabowo ☝️,firmansyah xx,Prabowo,,
9805,"Anies luar biasa ngecapnya.. Cocok mank jadi motivator, mungkin bisa gantiin MT 😂",Ronald Tan,,,Anies
9806,GANJAR PRANOWO....YES ❤❤,NSP Aquaponik,,Ganjar,
9807,😂😂 prabowo  menjawab megap2😂😂 jaĺannya prabowo kok gitu 😂,CAK ROZY SBC,Prabowo,,
9808,Gua sih gak bakal percaya anis  dan prabowo,D H 79,Prabowo,,Anies
9809,Fix coblos Prabowo 2024.,Riski Adam Pulungan Pulungan,Prabowo,,
9811,pinter yg ngomong pak Anis nih 😅😅,Geka Kusuma,,,Anies
9815,"Prabowo jawabannya kurang berkualitas, mungkin sudah tua 😅😅",Ar NH,Prabowo,,
9816,"Terima kasih UGM sebagai fasilitator, semoga anis baswedan menjadi pemimpin di 2024. Aamiin yrb...",Muhamad Sidik,,,Anies
9817,"dari komen terlihat jelas mayoritas mendukung Pak Anies atau Pak Prabowo, sangat wajar sih",Pratastio Agung,Prabowo,,Anies
9821,"- Prabowo Subianto paling ga jelas
- Anies Baswedan hanya pake teori
- Ganjar Pranowo paling kongkrit bukan sekedar teori tapi memberikan contoh nyata.",Armin Sunardi,Prabowo,Ganjar,Anies
9822,"saya lihat komentar kebanyakan pa anis ya,, mudah""n pilihan saya tidak salah pa prabowo ❤",Intan Solihat,Prabowo,,Anies
9823,Jauh kualits dan prestasi di bnding p anis,iqman,,,Anies
9828,Vibesnya lebih dapat saat sesi pak Prabowo,RizTutorial,Prabowo,,
9829,"Felling saya pribadi Bpk Prabowo akan di dampingkan dgn Bpk Erick Tohir dan Bpk Ganjar akan di Dampingkan dengan Bpk Mahfud MD,  kita lihat nanti kedepannya",Soendjava Adi,Prabowo,Ganjar,
9830,"Terharu saya...ketika diujung paparan Pak Anies saat bicara didepan cermin...dia menyebut nama ibunya..mengingat pesan2 ibunya..yg selalu dia ingat dalam setiap langkahnya..sampai hari ini..
Berbahagianya seorang Ibu.. yg selalu  menjadi bagian dalam cerita hidup anaknya...tidak ada hadiah terindah bagi seorang ibu ketika sang anak berbakti dan menyayanginya. Semoga Pak Anies selalu dalam lindungan Allah dan mendapatkan yang terbaik dan  ridho dari Allah SWT. Aamiin..",Wennyta Pasyani,,,Anies
9831,"Kalo mau negara kaya gini2 aja, pilih ganjar.... Biar semua gerakan masyarakat dibatasi... Klo mau perubahan pilih anis.. yakin indonesia akan lebih baik",Heviado Santos,,Ganjar,Anies
9832,"Saya suka dengan pak anies, hanya gagasannya masih belum menjadi ide yg lebih konkret. Dan kalo seperti ini diteruskan dalam penyampaian diskusinya saya melihat ini tidak menarik karena tidak menyentuh substansi dan problem yang ada di indonesia. Dan saya salut dengan pak ganjar, cukup bagus gagasannya dan lebih konkret dengan problem yang terjadi. Tapi semoga bukan hanya wacana belaka seperti halnya janji pertumbuhan ekonominya pak jokowi 😅. Dan terimakasih buat mata najwa dan narasi yang senantiasa mengangkat isu isu hangat yg beredar di luar publik🙏.",FARIS AL ISRA,,Ganjar,Anies
9833,"Gila merinding banget denger semua yg dikatakan anies, fix sih pilih anies...",Sonia Putri,,,Anies
9834,"Anies dan prabowo paling gampang dicerna paparannya, tapi si ganjar kebanyakan teori, kebanyakan ngomong persen persen",P K D R,Prabowo,Ganjar,Anies
9835,Dari sini sudah kliatan siapa yang pantas jadi presidennya...Bismillah Pak Anies baswedan PRESIDEN 2024❤,arie22,,,Anies
9838,Mba nana.  Tolong jangan mau jadiTPN  nya Anis.  Plis  netral aja,azra,,,Anies
9839,"Kalau baca komen ini orang lebih ke Anis. Bisa aja pintar berkata-kata. Lihat waktu gubernur apa yg sudah dikerjakan saudara2. Jangan kita mau di buat dengan kata2 yg manis. Jakarta aja belum becus dibuat. Buka mata, buka hati. Ayuk kita berdemokrasi dengan bijak. Salam",Sitinjak Joel,,,Anies
9840,GANJAR PRANOWO for the next president 🎉🎉🎉,Adrian Gibran,,Ganjar,
9842,"Pak Ganjar on fire, maksudnya keren tapi delivernya kaya nanggung pak",Yogi Nugraha Wiryonoto,,Ganjar,
9846,Anies Bagus tapi Prabowo menutup sesi dengan Istimewa..,Spica ID,Prabowo,,Anies
9847,Ganjar is the best,Crussader,,Ganjar,
9848,"Apa benar pak ganjar kuliah di UGM dari 1987-1995 ?? Lama bener.. btw ada yg tau tidak, kenapa kok sampe selama itu ??",Muyasa Shop,,Ganjar,
9851,GAGASAN PA ANIS PALING BISA DIPAHAMI OLEH RAKYAT,Distyregina,,,Anies
9853,"PAK GANJAR, bicara nya kental dan meyakinkan yg lain NUL",Ketut Budiana,,Ganjar,
9855,"Mr. Anies The Next President, Semoga Tuhan selalu melindungi...Amiin",Mas Donda,,,Anies
9856,"Mungkin kalau orang luar jakarta akan percaya omongan anis, tapi bagi penduduk jakarta yg obyektif pingin ketawa mendengarkan om anis.",Agus Sukendro,,,Anies
9859,"Anies terlalu ke sosial , negara ini butuh kemajuan bukan subsidi bikin orang malas ekonomi gak bergairah, projek Indonesia kedepan itu ya Jokowi, membangun smelter Daya Saing Produk , Menumbuhkan teknologi dan inovasi, Mencerdaskan Sumber daya manusia karena Indonesia kurang SDM berkualitas, membangun projek ANTARIKSA daya saing global, Maka ekonomi akan mengikuti alur nya , bukan subsidi bagi yg lemah , udah lemah ""malas"" disubsidi kan aneh",Future Idn,,,Anies
9860,Anies Rasyid Baswedan memang Terbaik ❤❤❤,kayla aprilia,,,Anies
9861,"Caranyaa untuk pendidikan bagus, lapangan kerja yg baik, petani bisa menabung, korupsi bisa di atasi, caranya seperti apa pak anies? Jgn cuman solusi menata dan menata perkataannya 😂😂",Ryan Der,,,Anies
9863,Ganjar blunder terus🤣,RENOV home and living,,Ganjar,
9864,ALL IN PRABOWO SIAPAPUN WAKILNYA. INDONESIA EMAS 2045 🇮🇩🇮🇩🇮🇩🇮🇩❤️ BERSAMA KOALISI INDONESIA MAJU,Moch Husnudzon,Prabowo,,
9866,Dulu sy pilih prabowo tapi skrg mantap pilihan ke anies,aby haurapalestine,Prabowo,,Anies
9867,Ganjar is the best..❤,Triyuli Anto1234,,Ganjar,
9869,"Saya tidak percaya Anis, dulu d jakarta omongannya lebih bagus dr ini, namun pada kenyataanya semua hanya bualan dan bohong aja.",erick gnb,,,Anies
9872,Pak anis is good,Abdul Holik,,,Anies
9873,03.42:12 blunder si ganjar. Mencerminkan dia anti kritik dan merendahkan profesi lain. Calon pemimpin yg begitu gk pantas di pilih,Fitra Filtama,,Ganjar,
9874,Andai Pak Prabowo dan Pak Anis bisa satu koalisi 😁😁 2-2nya sama2 memiliki visi misi yg bagus jika dikolaborasikan,Arjuna Putra,Prabowo,,Anies
9875,"Pak anis,the next indonesian president",Syafrizal Mustian,,,Anies
9876,Nangis saat liat pak Anies refleksi diri.. berasa benar benar dari hati.. semoga Allah ridhoi dan bimbing pak Anies selalu dalam kebaikan.,Siti Julaeha official,,,Anies
9877,Ada pertanyaan hebat ada jwb an lbh hebat itu p Anis sisanya pertanyaan hebat dijawab dgn pertanyaan lagi yg g jelas itu raja porno yg satu lagi ada pertanyaan hebat di jwb emosi dan dagelan itu eyang Wowo si tua,kurniawan setiyadi,,,Anies
9878,"Yg Pro Koruptor dan Pemerintahan yg Otoriter JANGAN PILIH ANIS.

Dari 3 capres cuma Anies yg konkrit mengucapkan akan mengembalikan independensi KPK yg sekarang sudah kacau karena diobok2 untuk kepentingan politik karena diangkat menjadi ASN (bawahan rezim). Dan sangat jelas bahwa nilai kebebasan berekspresi kita RENDAH.",adis adios,,,Anies
9879,"No anis no debat😅😅, Ganjar - Prabowo yes",AnimalHeroes,Prabowo,Ganjar,Anies
9880,"mnurut saya ganjar lebih pntas jadi pelawak,gayanya mirip piki prasytio😅😅",Jayadi adi,,Ganjar,
9882,"kalo kita lihat gagasan calon calon presiden pak anislah yang paling pantas, berwawasan dan gagasan. dan punya gagasan atas permasalahan negeri ini. semoga pak anis memimpin negeri ini.",Hendro Fotocopy,,,Anies
9885,Ganjar kok menolak data...,Tutur piyu Fc,,Ganjar,
9889,"Dengan setelah melihat dan mendengar paparan dari ke tiga capres, Rakyat Indonesia yang cerdas dan waras se-Nusantara yang jumlahnya ratusan juta bersemangat akan mendukung mengawal membela dan memilih capres Pak Ganjar Pranowo,  insan bangsa yang Nasionalis religius setia kepada Pancasila UUD 45, dan  bersemboyan teguh Bhineka Tunggal Ika, amanah jujur mampu bekerja punya nyali, pro rakyat melayani rakyat, ....paparan gagasan yang dibawakan oleh Pak Ganjar Pranowo,  logis, prospek menjakau masa depan lebih baik , semua pertanyaan di forum mata najwa dijawab Pak Ganjar Pranowo dengan jelas detil cerdas dan elegan...🇲🇨  👍👍👍👍👍",Muhammad Gibran,,Ganjar,
9890,Makin yakin pilih anies❤❤,Hji.mantek,,,Anies
9891,All in prabowo❤ sehat selalu pak,isaka yoga,Prabowo,,
9892,"Sudah dua kali pilih Pak Jokowi, namun setelah menonton acara ini kami satu Keluarga mantap beralih untuk Pak Anies. 

Bismillah...",Rizki Ridho,,,Anies
9900,Pak anies presiden aamiin ya allah,BerkahFARM,,,Anies
9902,"pa Prabowo...bawa bawa pa jokowi terus paparannya,,",Kang Mul Bandung ,Prabowo,,
9904,"Pk prabowo gak nyambung dgn pertanyaan, pak anis hanya mengambang , pk ganjar cerdas tepat dan pemberani .",Achmad Gunawan,Prabowo,Ganjar,Anies
9905,Keadilan yg dihadirkan anis hanya sebatas kalimat...,Kristina Supadmi,,,Anies
9906,"anis kerja 0 
JIS itu karya gagalnya
kata buzzerRp🐸",Faiz Twit,,,Anies
9907,Anis Baswedan Insyaallah,Ramlan Chasby,,,Anies
9908,Pak Anis atau Pak Prabowo. Yang jelas No PDI P. Sesungguhnya kesusahan dan kesulitan negri sekarang ini dari rezim PDIP,bayu sulistiyanto,Prabowo,,Anies
9909,Pa prabowo kenapa hrs ngotot ke 3 x capres 1x cawapres gagal apa yang menjadi 7an anda dan kenapa tdk percayakan kepd yg muda mudi utk memimpin nkri serta kenapa hingga hr ini masih ada yg bertanya dimana anak kami hingga sekarang tdk kembali bahkan jasatnya tdk kelihatan,Djeni Humena,Prabowo,,
9912,PAK GANJAR JUJUR KERJA NYATA TEGAS,Mas'at Channel,,Ganjar,
9914,pak anies pemaparannya sangat mencerdaskan.. terlihat tulus dgn situasi kondisi negara saat ini. kaya akan gagasan brdasarkan rekam jejak sbgai pejabat publik.. smoga anies baswedan terpilih mnjadi presiden RI 2024❤,Bongkar_ Jagat,,,Anies
9915,"Gagasan yang di ajukan pak prabowo bagus banget hanya saja cara penyampaiannya yang kurang ngena,
Selalu beda kalo mantan prajurit👍",Dwi Apung,Prabowo,,
9917,Bismillah mantap pilih pak anies baswedan 💙🤍💙🤍,Heni Safitri,,,Anies
9918,Prabowo presiden 2024,betrawh 04,Prabowo,,
9920,"PRABOWO BOLEH BERUMUR TAPI JIWANYA GAK PERNAH LUNTUR 🔥🔥
BRAVO PRABOWO !!!!",Adusa Saja,Prabowo,,
9921,Pak Prabowo asik,Hijaro Akhi,Prabowo,,
9922,"Sebagai orang Jawa Tengah yg mengedepankan teposliro,sopan santun,lemah lembut,lapang dada(sabar,pemaaf),saya dukung Pak Ganjar Pranowo.",Gus Pilling,,Ganjar,
9924,Pak Anies Baswedan Luar Biasa 🎉,Darul Jalal Channel,,,Anies
9925,"Saya sebagai pendukung Pak ganjar,pak ganjar dapat mengemaskan Indonesia",Vicka Wati,,Ganjar,
9928,Ganjar tetap pilihanku❤,Leni Setiawati,,Ganjar,
9930,Setelah nonton ini makin mantap pilih pak anies.,Iqra Imran,,,Anies
9932,presiden w 2024 pak anies,Djunaidi official,,,Anies
9933,"Luar biasa bapak prabowo ,insya allah doa terbaik semoga bapak prabowo presiden 2024",Sandy Ahmad,Prabowo,,
9935,ganjar nangis ditanya pdip nya😂.. gak ngaku lagi,Zaenudin ahmad,,Ganjar,
9937,"Merinding sih ending statement pak Prabowo 
Respect 🫡",Julian Olii,Prabowo,,
9938,Pak ganjar pak ganjar❤❤❤,gatot Wahyudianto,,Ganjar,
9940,"Kerenn pak Ganjar👏👏👏 Wawasan luas, menunjukkan keunggulan kerjanya bukan hanya pintar bicara👍",Kumbang Jantan,,Ganjar,
