,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
3819,7298,"Insyaallah 2024 semakin mantap memilih pak Anies Rasyid Baswedan, untuk memimpin negeri ini, ya Allah berikanlah amanah untuk pak Anies Rasyid Baswedan memimpin negeri ini amiiiin ya robbal alamin",levi,,,Anies,insyaallah mantap pilih anies rasyid anies pimpin negeri ya allah beri amanah anies rasyid anies pimpin negeri amin ya robbal alamin,0
3820,7299,Anis yg layak jadi president 2024,satria abdulaziz,,,Anies,anies layak president,0
3821,7300,pak anies 🇮🇩🇮🇩👍,ajat yulianto sudrajat,,,Anies,anies bendera indonesia bendera indonesia jempol ke atas,0
3822,7302,"Stop puji pak anies!!

saya capek like satu satu😢",anak ngeennttoott,,,Anies,stop puji anies capek like wajah menang,0
3823,7305,"6 jam 37 menit lebih 14 detik tayangan ini, awalnya saya semangat dan antusias siapa bakal calon Presiden 2024, entah kenapa saya tertidur dengan pulas, mungkin capek apalagi mendengar retorika politik yang selama ini saya tahu dan hanya sebuah janji-janji palsu, entah kenapa pada saat Pak Prabowo sedang menyampaikan 17 gagasan utamanya atau programnya, saya terbangun dan antusias untuk mendengarkannya, pada poin seperti memperbaiki kualitas Pendidikan dan Kesejahteraan Guru, Memperbaiki Gizi generasi penerus bangsa, Pemberantasan Korupsi, soal RnD serta Kebebasan Bersuara tapi tetap Bertanggung Jawab, dan juga soal Ekonomi Pancasila yang beliau tekankan, semoga 2024 elite politik dan pemimpin lebih bersinergi dan berkolaborasi dalam hal kebaikan bersama untuk NKRI, 2045 omong kosong terwujud sebagai Indonesia Emas kalau di tingkat birokasi masih terlalu njelimet atau terlalu bertele-tele, apalagi soal Kasus Hukum dan masalah Ketidakadilan, kami bosan dengan janji-janji 5 tahunan apalagi dengan politik uang, semoga acara ini membuka generasi muda maupun tua agar lebih sadar pada Pendidikan Politik, biar tidak mudah diperdaya di 2024 harus memilih siapa karena uang atau memilih siapa karena tujuan bersama Bangsa Indonesia 🎉 semoga 2024 saya bisa lebih dewasa menentukan siapa pilihan politik saya karena asas Demokrasi, semoga saya tidak golput, karena jika tidak ada pilihan lain, maka pilihan terakhir adalah golput, karena sejatinya berharap kepada manusia bukanlah pilihan melainkan amanah, terima kasih untuk Mbak Nana dan tim Mata Najwa sudah mau memberikan akses informasi Pendidikan Politik kepada kami dengan acara seperti ini yang berkolaborasi dengan kampus-kampus atau institusi Pendidikan yang sifatnya akademis, sehingga kami sebagai generasi milenial atau generasi muda penerus bangsa lebih kritis melihat siapa calon Nahkoda kita ke arah Indonesia Emas 2045 dengan start nanti 2024, semoga saya tidak salah pilih dengan adanya gagasan-gagasan mereka yang dipertanyakan oleh para akademisi, harapan saya semua gagasan-gagasan tersebut konkrit sesuai dengan pengamalannya nanti, sehingga bukan sebuah janji-janji palsu saja",Nur Mukhammad Agus,Prabowo,,,jam menit detik tayang semangat antusias calon presiden tidur pulas capek dengar retorika politik janjijanji palsu prabowo gagas utama program bangun antusias dengar poin baik kualitas didik sejahtera guru baik gizi generasi terus bangsa berantas korupsi rnd bebas suara tanggung ekonomi pancasila beliau tekan moga elite politik pimpin sinergi kolaborasi baik nkri omong kosong wujud indonesia emas tingkat birokasi njelimet berteletele hukum ketidakadilan bosan janjijanji tahun politik uang moga acara buka generasi muda tua sadar didik politik biar mudah daya pilih uang pilih tuju bangsa indonesia party popper moga dewasa tentu pilih politik asas demokrasi moga golput pilih pilih golput sejati harap manusia pilih amanah terima kasih mbak nana tim mata najwa akses informasi didik politik acara kolaborasi kampuskampus institusi didik sifat akademis generasi milenial generasi muda terus bangsa kritis calon nahkoda arah indonesia emas start moga salah pilih gagasangagasan akademisi harap gagasangagasan konkrit sesuai amal janjijanji palsu,1
3824,7312,"Saya orang awam. Bagi saya klo hanya mendengarkan pemaparan gagasan seperti ini yg paling keren menjawab memang pak anies. Tapi, jika ingat kepemimpinan beliau di JKT gagasan dan ide yg bagus itu hanyalah sekedar kepintaran ""ngomong"" karna kerja nyatanya yah begitu.

Pak ganjar memang tak selihai anies menjawab dengan retorika berbelit. Tapi bukti kerja beliau selama menjabat memang lah bagus dan merakyat. Saya suka, tapi tidak suka dengan main leader partainya. Takut hanya jadi *sorry to say* boneka partai.

Pak prabowo, beliau ini yang paling tahu sejarah. Karena dari orde baru sampai sekarang beliau saksi hiduo perjuangan indonesia. Jiwa patriot tinggi, cinta tanah air. bahkan mungkin rela sisa hidup diabdikan untuk negara. Hati saya condong pada beliau ini. Saya tak butuh pemimpin yg hanya pintar ounya ide gagasan, tapi pemimpin yg bisa memimpin. Berdiri di kaki sendiri tidak disetir siapapun. Prabowo kesatria ssejati, mana mau yang lain setelah jadi rival tertinggi malah merendahkan diri dengan menjadi teman nya ikut membangun bangsa mengikuti pemerintahan rivalnya. 

Begitu kira-kira kesimpulan saya secara awam.. 😅",Sophie Hanani,Prabowo,Ganjar,Anies,orang awam kalo dengar papar gagas keren anies pimpin beliau jakarta gagas ide bagus dar pintar omong kerja ya ganjar lihai anies retorika belit bukti kerja beliau jabat bagus rakyat suka suka main leader partai takut sorry sayang boneka partai prabowo beliau sejarah orde beliau saksi hiduo juang indonesia jiwa patriot cinta tanah air rela sisa hidup abdi negara hati condong beliau butuh pimpin pintar ounya ide gagas pimpin pimpin diri kaki setir prabowo kesatria ssejati rival tinggi rendah teman nya bangun bangsa ikut perintah rival simpul awam wajah senyum lebar dan keringat,1
3825,7314,Ganteng yah anaknya pak ganjar ❤ rawrrrr 😂❤,Only Me,,Ganjar,,ganteng ya anak ganjar rawr wajah gembira urai air mata,0
3826,7315,"Pak Prabowo bisa gak gandeng kang Emil? Pak Prabowo fokus ke Negera dari seluruh keamanan dan kesetabilan ekonomi dan kang Emil fokus ke struktur fasilitas dan rakyatnya, kolaborasi yg mantap

Semoga siapapun yg terpilih Indonesia bisa lebih tegas dan disiplin apalagi untuk para orang² jahil didalam hukum, keadilan sosial seluruh rakyat, ada bebas berpendapat tanpa dibayangin hukuman, dll",Nama Saya,Prabowo,,,prabowo gandeng kang emil prabowo fokus negera aman kesetabilan ekonomi kang emil fokus struktur fasilitas rakyat kolaborasi mantap moga pilih indonesia disiplin orang jahil dalam hukum adil sosial rakyat bebas dapat dibayangin hukum,1
3827,7317,PEDULI RAKYAT KECIL! Semoga Tuhan berikan kesempatan kepada Pak Jendral Prabowo Subianto untuk memimpin negeri ini. Saya yakin bapa tulus dan cinta kepada Indonesia 🇮🇩 #2024SayaPilihPrabowoSubianto #PrabowoPresidenku #MenujuIndonesiaEmas,Toms Official,Prabowo,,,peduli rakyat moga tuhan sempat jenderal prabowo prabowo pimpin negeri bapa tulus cinta indonesia bendera indonesia sayapilihprabowosubianto prabowopresidenku menujuindonesiaemas,1
3828,7319,"Yang gagasannya paling clear, paling berpihak kepada rakyat hanya Anies. Gagasannya berbasis pada keadilan dan kesejahteraan untuk semua, seperti sila ke-5 Pancasila: Keadilan sosial bagi seluruh rakyat Indonesia. Tahun 2024 adalah kesempatan emas bagi Indonesia untuk menyambut perubahan, jika kita tdk ingin terus2an jadi negara kelas menengah",adin,,,Anies,gagas clear pihak rakyat anies gagas bas adil sejahtera sila ke pancasila adil sosial rakyat indonesia sempat emas indonesia sambut ubah terusterusan negara kelas tengah,0
3829,7322,Ganjar ngomong opo?,Akbar Fatahilah,,Ganjar,,ganjar omong opo,0
3830,7323,"LUAR BIASA mbak nana 5 juta kali di tonton baru 1 hari,,artinya 5 juta orang yang pintar pasti bisa menentukan pilihan yang paling baik.@ANIS_RASYID_BASWEDAN",Ahmad Syahdani,,,Anies,mbak nana juta kali tonton arti juta orang pintar tentu pilih anis rasyid baswedan,0
3831,7325,program prabowo keren2,emont,Prabowo,,,program prabowo kerenkeren,1
3832,7326,Kecerdasan pak Anies Baswedan gk usa d ragu kn lgi,cover BB is vandra,,,Anies,cerdas anies anies ragu,0
3833,7328,Ganjar belum apa2 udah blunder 😅,Dedy Dores,,Ganjar,,ganjar apaapa blunder wajah senyum lebar dan keringat,0
3834,7329,"Diantara 3 bacaleg, hanya pak anies terlihat lebih santai, dan nyaman dalam penyampaian gagasannya tampa terlalu emosi dan berlebihan dalam berbicara",Baim Taurus,,,Anies,bacaleg anies santai nyaman sampai gagas tampa emosi bicara,0
3835,7330,"Ini klo baca komentarnya 
No 1 pak anis baswedan
Komentar cerdas",anto suryadi,,,Anies,kalo baca komentar no anies anies komentar cerdas,0
3836,7331,"pak Prabowooo...
ada gopeee pak??",Ardian,Prabowo,,,prabowo gope,1
3837,7334,Mantap pak anies. . Semoga jadi presiden 2024,Muhamad Fajar,,,Anies,mantap anies moga presiden,0
3838,7337,"Kelompok pembenci selalu berkoar koar hanya pandai berkata kata,tapi saya percaya  planning tidak akan terealisasi tanpa ide dan gagasan yang dituangkan dlm pemikiran.. Anies sudah membuktikannya di jakarta... Anies the next presiden",Nenggung Media Center,,,Anies,kelompok benci koar koar pandai percaya planning realisasi ide gagas tuang pikir anies bukti jakarta anies the next presiden,0
3839,7344,Anies jelas paling jago bicara gagasan karena dia mantan akademisi. Udah biasa. Sedangkan Prabowo punya misi yang jelas dan apa yang akan dilakukan. Kalau Ganjar yaaaa ....,Rizka Nurul,Prabowo,Ganjar,Anies,anies jago bicara gagas mantan akademisi prabowo misi ganjar ya,1
3840,7346,"butuh presiden yg cerdas, sopan, jujur, insya Allah mantab pilih Anies presiden❤",Nur Hani,,,Anies,butuh presiden cerdas sopan jujur insya allah mantab pilih anies presiden,0
3841,7347,Masya Allah... Semoga Allah mengabulkan gagasan ....Petani harus nabung... Kami buruh tani terharu... Semoga Pak Anis menjadi Presiden yg Amanah....,Sholikhatin Rofikoh,,,Anies,masya allah moga allah kabul gagas tani nabung buruh tani haru moga anies presiden amanah,0
3842,7348,Bisa gak sih capres cerdasnya pak Anies.. fisiknya pak ganjar... tegasnya pak Prabowo ...ada dimana,chisel hair cut,Prabowo,Ganjar,Anies,sih capres cerdas anies fisik ganjar prabowo mana,1
3843,7350,"Anies and Ganjar OK semua nya... harus nya mereka di pasangkan, inshaAllah tenang and bahagia Indonesia",Tommy Utomo,,Ganjar,Anies,anies and ganjar ok nya nya pasang inshaallah tenang and bahagia indonesia,0
3844,7351,"Gubernur Gagal, 11-12 Ganjar dan Anies...

Yang 1 Rusun Dp 0 Rupiah tanpa subsidi.

Yang satu lagi  Provinsi Termiskin ke 15 se-Indonesia...",Peter Dongan Siregar Silo,,Ganjar,Anies,gubernur gagal ganjar anies rusun dp rupiah subsidi provinsi miskin indonesia,0
3845,7352,"anies cuman bisa bicara doang, kerja nyata kagak bener, Formula E buat masyarakat luas apa fungsi dan gunanya? apalagu bikin formula E pake apbn negara lagi wkwkwk",B_071 Bagus Yanuar F,,,Anies,anies cuman bicara doang kerja nyata kagak formula e masyarakat luas fungsi guna apalagu bikin formula e pakai apbn negara wkwkwk,0
3846,7353,"di acara ini sudah bisa kita lihat bahwa jawaban Anies lah yg merupakan jawaban orang berpendidikan dan serius dalam membuat kemajuan untuk indonesia, tidak seperti ganjar dan prabowo yg jawaban nya bertele tele hanya untuk mengambil isi hati penonton biar bersorak keributan",Ari Torang,Prabowo,Ganjar,Anies,acara lihat anies orang didik serius maju indonesia ganjar prabowo nya tele tele ambil isi hati tonton biar sorak ribut,1
3847,7354,#najwa shihab wapres ganjar...jozzzz.. 🙏🙏🙏,kananda ida bagus,,Ganjar,,najwa shihab wapres ganjar joz lipat tangan lipat tangan lipat tangan,0
3848,7357,"Menguasai forum, komunikasi dan  juga emosinya pak Anies. Makin yakin ke Amin",Aini _,,,Anies,kuasa forum komunikasi emosi anies amin,0
3849,7358,gasskeun anies atau prabowo aja bebas....,GNOH Channel,Prabowo,,Anies,gasskeun anies prabowo bebas,1
3850,7360,Tapi kalau Pranowo jadi  presiden sama  kayak Jokowi  jadi boneka PDI,Ajo Remot,,Ganjar,,ganjar presiden kayak jokowi boneka pdi,0
3851,7362,"Ganjar ini jawabannya selalu berputar2,rada2 gak nyambung.",Bima Shartibi,,Ganjar,,ganjar jawab putar rada sambung,0
3852,7363,"Subbhanallah sungguh luar biasa gagasan pak anis. Setiap omonganx dan gagasan bisa kita Terima, saya yakin org yg punya akal sehat pasti dukung pak anis. ❤❤❤❤❤❤❤semoga Allah bemberi kesehatan pd pak anis.",Yuyu Radade,,,Anies,subbhanallah sungguh gagas anies omonganx gagas terima orang akal sehat dukung anies moga allah bemberi sehat anies,0
3853,7365,anis omong kosong bicara mafia tata niaga harus diperangi....  padahal dia tau mafia2 di partai nasdem sudah siap2 utk berkuasa kalau presiden yg mereka usung menang.... emangnya dia maju gak pakai uang ratusan miliar? uang itu harus kembali wan abud.....,Jawara Hilang Kesaktian,,,Anies,anies omong kosong bicara mafia tata niaga rang tau mafia partai nasdem siap kuasa presiden usung menang memang maju pakai uang ratus miliar uang wan abud,0
3854,7370,"Semua pada bilang anis anis anis, tapi secara keseluruhan GANJAR lah yang menjelaskan gagasannya dengan mencontohkan sesuai dengan apa yang dikerjakan semasa kepemimpinannya",Nail Raraa,,Ganjar,Anies,bilang anies anies anies ganjar gagas contoh sesuai pimpin,0
3855,7374,"setelah mendengar dan melihat orang bertiga ini berbicara,,,cuma pak anis yg punya langkah langkah yg kongkrit utk memajukan negeri ini, yg lain nya berbicara meengenai indonesia emas dithn 2045 tanpa ada langkah langkah yg kongkrit menurut saya itu mimpi...semoga allah mentakdirkan pemimpin yg amanah di pemilu yg akan berlangsung thn depan...aamiin.",Tomi Mirsa,,,Anies,dengar orang tiga bicara anies langkah langkah kongkrit maju negeri nya bicara meengenai indonesia emas dithn langkah langkah kongkrit mimpi moga allah takdir pimpin amanah milu amin,0
3856,7377,Bingung yg masih pilih anis wkwkw😂,Muhammad Rifky,,,Anies,bingung pilih anies wkwkw wajah gembira urai air mata,0
3857,7381,siapapun presidennya yg terpenting antara pak anies dan pak prabowo,chandra apriliansyah,Prabowo,,Anies,presiden penting anies prabowo,1
3858,7382,MaaSyaa Allah.. Pak Anies❤,Dandelion,,,Anies,maasya allah anies,0
3859,7383,Kata2 anis kayak kata2 pas mau nyalon gubernur kemaren wkw. Banyak omdo,Ubur Ubur,,,Anies,katakata anies kayak katakata pas nyalon gubernur kemarin wkw omong doang,0
3860,7386,"Hatiku begetar dengar refleksi pak Prabowo,❤",cobacoba,Prabowo,,,hati begetar dengar refleksi prabowo,1
3861,7389,"Sejujurnya tiap pak ganjar menjawab pertanyaan, saya sampe lupa apa yang ditanya",Laila Karani,,Ganjar,,jujur ganjar lupa,0
3862,7390,"Adu Gagasan pak anies hebat tapi adu pelaksanaan atau adu kerja pak anies paling belakang
Kalau adu transparansi anggaran siapa pemenangnya?",Rusdi Minato,,,Anies,adu gagas anies hebat adu laksana adu kerja anies adu transparansi anggar menang,0
3863,7391,"SEMUA TERSIMPULKAN DI REFLEKSI DIRI ANIS PADA PESAN IBUNYA YAITU "" JAGA NAMA  BAIK ""...JIKA MANUSIA MAMPU MENJAGA NAMA BAIKNYA DALAM URUSAN APAPUN PASTILAH SUKSES...",Rusdin Drs,,,Anies,simpul refleksi anies pesan ibu jaga nama manusia jaga nama baik urus apa sukses,0
3864,7393,Bismillah pak anies 🤲🤲🤲,Muhammad Izhar,,,Anies,bismillah anies tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,0
3865,7395,Semakin yakin kami sekeluarga jateng akan pilih anies,Hafsah Lutfiyah,,,Anies,keluarga jateng pilih anies,0
3866,7398,Antara Prabowo dan Ganjar. Itu saja deh,ANDRYKA TV,Prabowo,Ganjar,,prabowo ganjar deh,1
3867,7399,"Anies presiden kalimantan dibeli pihak luar, jawa terbagi 2",senarputuslagi,,,Anies,anies presiden kalimantan beli jawa bagi,0
3868,7401,"Saya dukung pak Anies, tp saya amat tersentuh dgn refleksi pak Prabowo 🥹",Ginanti Rhinanda dewi,Prabowo,,Anies,dukung anies sentuh refleksi prabowo,1
3869,7402,ganjar bloon ditanya mlh ngalor ngidul,U K,,Ganjar,,ganjar bloon ngalor ngidul,0
3870,7403,"Makin yakin untuk pilih pak Anies. Terima kasih atas program2nya selama di DKI pak. Saya merasakan betul saat anak masuk rumah sakit ternyata bisa pakai bpjs karena sudah dicover iurannya oleh APBD DKI. Pada saat covid pun terbantu banget sama bansos dr pemprov. Dan ga kalah penting konektivitas transportasi publik dan trotoar yg lebar, jadi berasa nyaman saat kemana mana pakai angkutan umum. Oh ya kakak saya juga dapat rumah DP 0 di menara samawa. Alhamdulilah jadi ga ngontrak lagi. Sekali lagi terima kasih pak, semoga Alloh merahmati langkah Bapak menjadi pemimpin negeri ini",Azwar Anas,,,Anies,pilih anies terima kasih program dki rasa anak masuk rumah sakit pakai bpjs dicover iur apbd dki covid bantu banget bansos pemprov kalah konektivitas transportasi publik trotoar lebar asa nyaman mana pakai angkut oh ya kakak rumah dp menara samawa alhamdulilah ngontrak terima kasih moga allah rahmat langkah pimpin negeri,0
3871,7405,"بسم الله الرحمن الرحيم. إن شاء الله.
Semoga Pak Anies President RI 2024. Dan Semoga Pak Anies di beri Panjang Umur Sehat Walafiat selalu dan selalu dalam Rahmat lindungan ALLAH SWT. Juga Keluarga Besar nya.
آمين يا الله يا رب العالمين 🤲🤲.
آللهم صل على سيدنا محمد وعلى آله سيدنا محمد رسول الله صلى الله عليه وسلم ❤️💕💞.
لا حول ولا قوة الا بالله
لا إله إلا أنت سبحانك إني كنت من الظالمين. 🙏🙏",Tikaa Ayh,,,Anies,       moga anies president ri moga anies umur sehat walafiat rahmat lindung allah swt keluarga nya       tangan angkat dan rapat sama tangan angkat dan rapat sama                hati merah dua hati hati putar                lipat tangan lipat tangan,0
3872,7409,Pak Anies Emang boleh pak sepintar ini?,M.zainul Arifin,,,Anies,anies pintar,0
3873,7412,"Rasional, smart, bijak, agamis..... Lebih mantap pilih Anies utk jd presiden di 2024",Rachman Syafrie,,,Anies,rasional smart bijak agam mantap pilih anies presiden,0
3874,7413,Kalau soal gagasan dan ide pak anies juaranya..tp  implementasinya gimana? Itu  yg paling penting,dida suwarida,,,Anies,gagas ide anies juara implementasi,0
3875,7415,"Intinya gak mau negara ini di pimpin dari partai PDI. Soalnya, bakal jadi petugas partai dan bakal menurut terus dengan mega Chan ( bisa dilihat aja gimana pemimpin yg Ditunggangi sama PDI 🗿) 
Tinggal antara prabowo sama anis aja lagi, saya tinggal nunggu Cawapres prabowo aja lagi,kalo siip gas wae",Muhamad Yoga Aditiya,Prabowo,,Anies,inti negara pimpin partai pdi tugas partai mega chan pimpin tunggang pdi moa tinggal prabowo anies tinggal tunggu cawapres prabowo kalo sip gas wae,1
3876,7417,"Pak Anis anda lolos tes  👍, tes psikologi nya masuk 👍, mantab 👍,",Erfan Herianzah,,,Anies,anies lolos tes jempol ke atas tes psikologi nya masuk jempol ke atas mantab jempol ke atas,0
